age,job,marital,marital_status,education,default,balance,housing,loan,contact,day,month,day_month,duration,campaign,pdays,previous,poutcome,y
56,entrepreneur,divorced,divorced,secondary,no,155,no,no,unknown,5,may,5-May,118,3,-1,0,unknown,no
37,admin.,married,married,secondary,no,190,yes,no,unknown,5,may,5-May,92,2,-1,0,unknown,no
59,retired,married,married,secondary,no,319,yes,no,unknown,5,may,5-May,143,3,-1,0,unknown,no
39,services,divorced,divorced,secondary,no,-185,yes,no,unknown,5,may,5-May,189,3,-1,0,unknown,no
49,services,married,married,secondary,no,47,no,no,unknown,5,may,5-May,234,2,-1,0,unknown,no
38,services,single,single,secondary,no,570,yes,no,unknown,5,may,5-May,75,2,-1,0,unknown,no
36,self-employed,married,married,tertiary,no,19,no,no,unknown,5,may,5-May,189,2,-1,0,unknown,no
50,blue-collar,married,married,primary,no,61,yes,no,unknown,5,may,5-May,621,3,-1,0,unknown,no
41,admin.,married,married,secondary,no,-62,yes,yes,unknown,5,may,5-May,55,2,-1,0,unknown,no
54,technician,married,married,tertiary,no,258,no,no,unknown,5,may,5-May,310,4,-1,0,unknown,no
58,blue-collar,married,married,primary,no,76,yes,no,unknown,5,may,5-May,156,2,-1,0,unknown,no
30,blue-collar,single,single,secondary,no,0,yes,no,unknown,5,may,5-May,5,2,-1,0,unknown,no
33,admin.,single,single,secondary,no,352,yes,no,unknown,5,may,5-May,225,2,-1,0,unknown,no
47,admin.,married,married,secondary,no,368,yes,no,unknown,5,may,5-May,125,2,-1,0,unknown,no
50,technician,single,single,tertiary,no,339,yes,no,unknown,5,may,5-May,2,3,-1,0,unknown,no
32,blue-collar,married,married,secondary,no,1331,yes,no,unknown,5,may,5-May,286,2,-1,0,unknown,no
40,self-employed,married,married,secondary,no,672,yes,no,unknown,5,may,5-May,164,2,-1,0,unknown,no
37,management,married,married,tertiary,no,58,yes,no,unknown,5,may,5-May,98,2,-1,0,unknown,no
54,technician,single,single,unknown,no,447,yes,no,unknown,5,may,5-May,742,2,-1,0,unknown,no
24,student,single,single,secondary,no,423,yes,no,unknown,5,may,5-May,226,3,-1,0,unknown,no
54,management,married,married,tertiary,no,0,no,no,unknown,5,may,5-May,120,2,-1,0,unknown,no
34,technician,married,married,secondary,no,19,yes,no,unknown,5,may,5-May,362,4,-1,0,unknown,no
56,technician,divorced,divorced,primary,no,13,yes,no,unknown,5,may,5-May,357,2,-1,0,unknown,no
31,blue-collar,single,single,secondary,no,3,yes,no,unknown,5,may,5-May,200,2,-1,0,unknown,no
24,student,single,single,secondary,no,82,yes,no,unknown,5,may,5-May,204,2,-1,0,unknown,no
42,blue-collar,divorced,divorced,primary,no,28,yes,no,unknown,5,may,5-May,126,3,-1,0,unknown,no
57,technician,married,married,secondary,no,792,yes,no,unknown,5,may,5-May,65,2,-1,0,unknown,no
42,blue-collar,married,married,unknown,no,408,yes,no,unknown,5,may,5-May,107,2,-1,0,unknown,no
51,admin.,married,married,secondary,no,531,yes,no,unknown,5,may,5-May,267,2,-1,0,unknown,no
57,retired,married,married,secondary,no,211,yes,no,unknown,5,may,5-May,248,2,-1,0,unknown,no
36,services,single,single,secondary,no,62,yes,no,unknown,5,may,5-May,215,2,-1,0,unknown,no
53,services,married,married,unknown,no,257,yes,no,unknown,5,may,5-May,209,2,-1,0,unknown,no
50,technician,married,married,secondary,no,1234,yes,no,unknown,5,may,5-May,205,2,-1,0,unknown,no
54,management,married,married,tertiary,no,313,yes,no,unknown,5,may,5-May,83,2,-1,0,unknown,no
55,blue-collar,married,married,secondary,no,89,yes,no,unknown,5,may,5-May,106,3,-1,0,unknown,no
44,blue-collar,married,married,secondary,no,129,yes,yes,unknown,5,may,5-May,189,2,-1,0,unknown,no
43,management,married,married,unknown,no,0,yes,no,unknown,5,may,5-May,105,2,-1,0,unknown,no
56,admin.,married,married,secondary,no,353,yes,no,unknown,5,may,5-May,106,2,-1,0,unknown,no
54,technician,married,married,unknown,no,851,yes,no,unknown,5,may,5-May,108,2,-1,0,unknown,no
55,services,divorced,divorced,primary,no,96,yes,yes,unknown,5,may,5-May,311,2,-1,0,unknown,no
37,services,divorced,divorced,secondary,no,398,yes,yes,unknown,5,may,5-May,214,2,-1,0,unknown,no
33,admin.,single,single,tertiary,no,193,no,no,unknown,5,may,5-May,132,2,-1,0,unknown,no
46,admin.,married,married,secondary,no,-358,yes,no,unknown,5,may,5-May,358,2,-1,0,unknown,no
36,blue-collar,married,married,secondary,no,539,yes,yes,unknown,5,may,5-May,453,2,-1,0,unknown,no
51,technician,single,single,secondary,no,0,yes,no,unknown,5,may,5-May,364,2,-1,0,unknown,no
40,retired,single,single,primary,no,0,no,no,unknown,5,may,5-May,136,2,-1,0,unknown,no
42,blue-collar,married,married,secondary,no,490,yes,no,unknown,5,may,5-May,386,2,-1,0,unknown,no
51,blue-collar,married,married,secondary,no,0,yes,no,unknown,5,may,5-May,173,2,-1,0,unknown,no
49,blue-collar,married,married,unknown,no,403,yes,no,unknown,5,may,5-May,241,2,-1,0,unknown,no
48,management,married,married,secondary,no,161,yes,no,unknown,5,may,5-May,224,3,-1,0,unknown,no
32,technician,divorced,divorced,tertiary,no,2558,no,no,unknown,5,may,5-May,148,2,-1,0,unknown,no
31,admin.,single,single,secondary,no,98,yes,no,unknown,5,may,5-May,196,2,-1,0,unknown,no
55,management,single,single,tertiary,no,115,no,no,unknown,5,may,5-May,111,4,-1,0,unknown,no
40,blue-collar,single,single,secondary,no,436,yes,no,unknown,5,may,5-May,231,3,-1,0,unknown,no
47,technician,married,married,tertiary,no,831,yes,no,unknown,5,may,5-May,316,3,-1,0,unknown,no
57,technician,married,married,unknown,no,206,yes,no,unknown,5,may,5-May,216,3,-1,0,unknown,no
41,blue-collar,married,married,secondary,no,290,yes,no,unknown,5,may,5-May,240,2,-1,0,unknown,no
48,blue-collar,married,married,secondary,no,1,no,no,unknown,5,may,5-May,669,3,-1,0,unknown,no
42,blue-collar,married,married,unknown,no,57,yes,no,unknown,5,may,5-May,425,2,-1,0,unknown,no
30,blue-collar,single,single,secondary,no,-457,yes,no,unknown,5,may,5-May,143,2,-1,0,unknown,no
58,management,single,single,tertiary,no,1387,yes,no,unknown,5,may,5-May,174,5,-1,0,unknown,no
45,management,divorced,divorced,tertiary,no,24598,yes,no,unknown,5,may,5-May,313,3,-1,0,unknown,no
49,blue-collar,married,married,secondary,no,30,yes,no,unknown,5,may,5-May,135,4,-1,0,unknown,no
42,admin.,single,single,secondary,no,1022,yes,no,unknown,5,may,5-May,146,2,-1,0,unknown,no
53,technician,married,married,secondary,no,56,yes,yes,unknown,5,may,5-May,152,2,-1,0,unknown,no
51,admin.,single,single,secondary,yes,-2,no,no,unknown,5,may,5-May,402,3,-1,0,unknown,no
32,services,single,single,secondary,no,121,yes,no,unknown,5,may,5-May,213,2,-1,0,unknown,no
41,blue-collar,single,single,secondary,no,842,yes,no,unknown,5,may,5-May,144,3,-1,0,unknown,no
43,management,divorced,divorced,secondary,no,693,yes,no,unknown,5,may,5-May,124,3,-1,0,unknown,no
40,blue-collar,divorced,divorced,secondary,no,-333,yes,no,unknown,5,may,5-May,183,2,-1,0,unknown,no
50,blue-collar,married,married,primary,no,1533,yes,no,unknown,5,may,5-May,325,2,-1,0,unknown,no
34,management,married,married,tertiary,no,46,yes,no,unknown,5,may,5-May,39,4,-1,0,unknown,no
53,services,married,married,unknown,no,18,no,no,unknown,5,may,5-May,503,2,-1,0,unknown,no
45,technician,married,married,secondary,no,44,yes,no,unknown,5,may,5-May,95,4,-1,0,unknown,no
39,blue-collar,married,married,primary,no,-100,yes,no,unknown,5,may,5-May,680,2,-1,0,unknown,no
44,services,married,married,tertiary,no,510,yes,no,unknown,5,may,5-May,421,4,-1,0,unknown,no
55,management,married,married,tertiary,no,685,yes,no,unknown,5,may,5-May,174,3,-1,0,unknown,no
46,management,single,single,tertiary,no,187,yes,no,unknown,5,may,5-May,113,2,-1,0,unknown,no
45,blue-collar,married,married,secondary,no,66,yes,no,unknown,5,may,5-May,808,2,-1,0,unknown,no
34,admin.,married,married,secondary,no,560,yes,no,unknown,5,may,5-May,198,3,-1,0,unknown,no
36,blue-collar,married,married,secondary,no,0,yes,no,unknown,5,may,5-May,195,2,-1,0,unknown,no
59,unknown,divorced,divorced,unknown,no,27,no,no,unknown,5,may,5-May,347,3,-1,0,unknown,no
31,admin.,single,single,secondary,no,12,yes,no,unknown,5,may,5-May,208,2,-1,0,unknown,no
44,blue-collar,single,single,secondary,no,34,yes,no,unknown,5,may,5-May,404,4,-1,0,unknown,no
33,entrepreneur,single,single,tertiary,no,1068,yes,no,unknown,5,may,5-May,396,2,-1,0,unknown,no
40,blue-collar,married,married,secondary,no,211,yes,no,unknown,5,may,5-May,216,4,-1,0,unknown,no
46,admin.,single,single,tertiary,no,377,yes,no,unknown,5,may,5-May,98,2,-1,0,unknown,no
48,management,married,married,tertiary,no,263,yes,no,unknown,5,may,5-May,350,2,-1,0,unknown,no
42,services,married,married,secondary,no,1263,yes,no,unknown,6,may,6-May,114,2,-1,0,unknown,no
27,services,married,married,secondary,no,8,yes,no,unknown,6,may,6-May,88,3,-1,0,unknown,no
48,admin.,married,married,secondary,no,126,yes,yes,unknown,6,may,6-May,379,2,-1,0,unknown,no
59,admin.,married,married,secondary,no,230,yes,no,unknown,6,may,6-May,190,3,-1,0,unknown,no
46,technician,married,married,tertiary,no,841,yes,no,unknown,6,may,6-May,158,1,-1,0,unknown,no
38,admin.,divorced,divorced,secondary,no,308,yes,no,unknown,6,may,6-May,102,1,-1,0,unknown,no
43,management,divorced,divorced,tertiary,no,1,yes,no,unknown,6,may,6-May,306,1,-1,0,unknown,no
38,admin.,divorced,divorced,tertiary,no,86,yes,no,unknown,6,may,6-May,218,1,-1,0,unknown,no
23,student,single,single,secondary,no,157,yes,no,unknown,6,may,6-May,54,1,-1,0,unknown,no
34,services,married,married,secondary,no,22,yes,no,unknown,6,may,6-May,344,1,-1,0,unknown,no
38,admin.,married,married,secondary,no,46,yes,yes,unknown,6,may,6-May,195,1,-1,0,unknown,no
37,blue-collar,married,married,secondary,no,1293,no,no,unknown,6,may,6-May,652,1,-1,0,unknown,no
25,admin.,single,single,secondary,no,122,yes,no,unknown,6,may,6-May,286,1,-1,0,unknown,no
48,blue-collar,married,married,unknown,no,131,yes,no,unknown,6,may,6-May,189,1,-1,0,unknown,no
49,blue-collar,single,single,secondary,no,143,yes,no,unknown,6,may,6-May,83,1,-1,0,unknown,no
38,admin.,single,single,secondary,no,393,no,no,unknown,6,may,6-May,184,2,-1,0,unknown,no
43,blue-collar,married,married,primary,no,98,yes,no,unknown,6,may,6-May,235,1,-1,0,unknown,no
33,management,married,married,tertiary,no,0,yes,no,unknown,6,may,6-May,290,1,-1,0,unknown,no
55,blue-collar,married,married,secondary,no,224,yes,no,unknown,6,may,6-May,232,1,-1,0,unknown,no
38,blue-collar,married,married,secondary,no,757,yes,no,unknown,6,may,6-May,133,1,-1,0,unknown,no
49,services,married,married,secondary,no,245,yes,yes,unknown,6,may,6-May,318,1,-1,0,unknown,no
40,management,married,married,secondary,no,8486,no,no,unknown,6,may,6-May,260,3,-1,0,unknown,no
43,admin.,married,married,unknown,no,350,no,no,unknown,6,may,6-May,437,1,-1,0,unknown,no
38,blue-collar,married,married,secondary,no,20,yes,no,unknown,6,may,6-May,402,1,-1,0,unknown,no
58,services,married,married,secondary,no,1667,yes,yes,unknown,6,may,6-May,85,1,-1,0,unknown,no
57,technician,married,married,unknown,no,345,yes,no,unknown,6,may,6-May,125,1,-1,0,unknown,no
32,unemployed,married,married,secondary,no,10,yes,no,unknown,6,may,6-May,501,4,-1,0,unknown,no
56,management,married,married,tertiary,no,830,yes,yes,unknown,6,may,6-May,1201,1,-1,0,unknown,yes
58,blue-collar,divorced,divorced,unknown,no,29,yes,no,unknown,6,may,6-May,253,1,-1,0,unknown,no
60,retired,divorced,divorced,secondary,no,545,yes,no,unknown,6,may,6-May,1030,1,-1,0,unknown,yes
37,technician,married,married,tertiary,no,8730,yes,no,unknown,6,may,6-May,149,1,-1,0,unknown,no
46,technician,divorced,divorced,tertiary,no,477,yes,no,unknown,6,may,6-May,114,1,-1,0,unknown,no
27,admin.,married,married,secondary,no,4,yes,no,unknown,6,may,6-May,243,1,-1,0,unknown,no
43,blue-collar,married,married,secondary,no,1205,yes,no,unknown,6,may,6-May,769,2,-1,0,unknown,no
32,technician,single,single,secondary,no,0,yes,yes,unknown,6,may,6-May,135,3,-1,0,unknown,no
40,admin.,single,single,secondary,no,263,yes,no,unknown,6,may,6-May,231,1,-1,0,unknown,no
38,admin.,married,married,secondary,no,1,no,no,unknown,6,may,6-May,76,1,-1,0,unknown,no
34,blue-collar,married,married,secondary,no,283,no,yes,unknown,6,may,6-May,199,1,-1,0,unknown,no
47,blue-collar,married,married,primary,no,206,yes,no,unknown,6,may,6-May,152,1,-1,0,unknown,no
42,housemaid,married,married,primary,no,17,yes,no,unknown,6,may,6-May,124,1,-1,0,unknown,no
48,technician,married,married,secondary,no,141,yes,yes,unknown,6,may,6-May,424,1,-1,0,unknown,no
29,self-employed,single,single,tertiary,no,16,yes,no,unknown,6,may,6-May,43,1,-1,0,unknown,no
50,services,married,married,secondary,no,206,yes,no,unknown,6,may,6-May,154,1,-1,0,unknown,no
52,technician,married,married,unknown,no,7,no,no,unknown,6,may,6-May,203,2,-1,0,unknown,no
50,management,married,married,tertiary,no,0,no,no,unknown,6,may,6-May,326,1,-1,0,unknown,no
58,retired,married,married,tertiary,no,0,no,no,unknown,6,may,6-May,393,1,-1,0,unknown,no
46,blue-collar,divorced,divorced,primary,no,1927,yes,no,unknown,6,may,6-May,241,3,-1,0,unknown,no
38,technician,married,married,secondary,no,284,yes,no,unknown,6,may,6-May,483,1,-1,0,unknown,no
46,blue-collar,married,married,secondary,no,1660,yes,no,unknown,6,may,6-May,259,1,-1,0,unknown,no
32,services,single,single,secondary,no,406,yes,no,unknown,6,may,6-May,227,1,-1,0,unknown,no
51,blue-collar,married,married,primary,no,230,yes,no,unknown,6,may,6-May,673,1,-1,0,unknown,no
39,admin.,single,single,secondary,no,-25,yes,no,unknown,6,may,6-May,576,1,-1,0,unknown,no
48,admin.,married,married,secondary,no,182,yes,no,unknown,6,may,6-May,180,2,-1,0,unknown,no
36,entrepreneur,married,married,tertiary,no,1169,yes,no,unknown,6,may,6-May,168,2,-1,0,unknown,no
34,admin.,divorced,divorced,secondary,no,67,yes,no,unknown,6,may,6-May,90,1,-1,0,unknown,no
40,technician,married,married,secondary,no,77,no,no,unknown,6,may,6-May,505,1,-1,0,unknown,no
43,unemployed,married,married,secondary,no,0,yes,no,unknown,6,may,6-May,245,1,-1,0,unknown,no
52,blue-collar,divorced,divorced,primary,no,55,yes,yes,unknown,6,may,6-May,186,1,-1,0,unknown,no
33,technician,married,married,secondary,yes,72,yes,no,unknown,6,may,6-May,623,1,-1,0,unknown,no
49,management,single,single,tertiary,no,163,yes,no,unknown,6,may,6-May,496,3,-1,0,unknown,no
32,management,single,single,tertiary,no,151,yes,no,unknown,6,may,6-May,118,1,-1,0,unknown,no
39,admin.,single,single,secondary,no,113,yes,no,unknown,6,may,6-May,342,1,-1,0,unknown,no
40,blue-collar,married,married,secondary,no,0,yes,no,unknown,6,may,6-May,225,1,-1,0,unknown,no
38,technician,single,single,tertiary,no,9,yes,no,unknown,6,may,6-May,185,3,-1,0,unknown,no
43,management,married,married,secondary,no,375,yes,no,unknown,6,may,6-May,196,2,-1,0,unknown,no
39,services,married,married,secondary,no,1142,yes,no,unknown,6,may,6-May,276,1,-1,0,unknown,no
54,blue-collar,married,married,primary,no,2102,yes,no,unknown,6,may,6-May,76,1,-1,0,unknown,no
38,technician,single,single,tertiary,no,4325,yes,no,unknown,6,may,6-May,87,1,-1,0,unknown,no
40,blue-collar,married,married,secondary,no,217,yes,no,unknown,6,may,6-May,195,1,-1,0,unknown,no
55,admin.,married,married,secondary,no,131,yes,no,unknown,6,may,6-May,744,1,-1,0,unknown,no
42,management,married,married,tertiary,no,1680,yes,no,unknown,6,may,6-May,765,1,-1,0,unknown,no
39,blue-collar,married,married,secondary,no,0,yes,no,unknown,6,may,6-May,262,1,-1,0,unknown,no
40,blue-collar,married,married,primary,no,46,yes,no,unknown,6,may,6-May,119,1,-1,0,unknown,no
32,blue-collar,married,married,secondary,no,320,yes,no,unknown,6,may,6-May,198,2,-1,0,unknown,no
55,admin.,married,married,secondary,no,183,yes,no,unknown,6,may,6-May,150,1,-1,0,unknown,no
45,blue-collar,married,married,secondary,no,39,no,no,unknown,6,may,6-May,241,1,-1,0,unknown,no
35,management,single,single,tertiary,no,560,yes,no,unknown,6,may,6-May,181,1,-1,0,unknown,no
58,technician,divorced,divorced,secondary,no,469,no,no,unknown,6,may,6-May,196,1,-1,0,unknown,no
35,admin.,married,married,secondary,no,530,yes,no,unknown,6,may,6-May,149,1,-1,0,unknown,no
49,services,married,married,primary,no,61,yes,no,unknown,6,may,6-May,246,1,-1,0,unknown,no
34,technician,single,single,tertiary,no,242,yes,no,unknown,6,may,6-May,112,1,-1,0,unknown,no
36,blue-collar,married,married,secondary,no,139,yes,no,unknown,6,may,6-May,309,2,-1,0,unknown,no
24,self-employed,single,single,secondary,no,0,yes,no,unknown,6,may,6-May,278,1,-1,0,unknown,no
34,technician,married,married,secondary,no,367,yes,no,unknown,6,may,6-May,140,1,-1,0,unknown,no
51,admin.,divorced,divorced,secondary,no,228,yes,no,unknown,6,may,6-May,136,1,-1,0,unknown,no
39,technician,single,single,unknown,no,45248,yes,no,unknown,6,may,6-May,1623,1,-1,0,unknown,yes
50,self-employed,married,married,unknown,no,-84,yes,no,unknown,6,may,6-May,101,1,-1,0,unknown,no
32,services,single,single,secondary,no,310,yes,no,unknown,6,may,6-May,144,1,-1,0,unknown,no
42,blue-collar,married,married,unknown,no,132,yes,no,unknown,6,may,6-May,238,1,-1,0,unknown,no
50,technician,married,married,secondary,no,797,yes,no,unknown,6,may,6-May,354,1,-1,0,unknown,no
40,services,married,married,secondary,no,71,no,no,unknown,6,may,6-May,79,1,-1,0,unknown,no
46,management,divorced,divorced,unknown,no,2,yes,no,unknown,6,may,6-May,187,1,-1,0,unknown,no
37,management,married,married,tertiary,no,231,yes,yes,unknown,6,may,6-May,451,2,-1,0,unknown,no
34,blue-collar,married,married,secondary,no,270,yes,yes,unknown,6,may,6-May,159,1,-1,0,unknown,no
44,blue-collar,married,married,secondary,no,274,yes,yes,unknown,6,may,6-May,409,1,-1,0,unknown,no
40,admin.,single,single,secondary,no,-109,yes,yes,unknown,6,may,6-May,170,1,-1,0,unknown,no
37,technician,married,married,secondary,no,1,yes,no,unknown,6,may,6-May,608,1,-1,0,unknown,yes
33,blue-collar,single,single,secondary,yes,-60,no,no,unknown,6,may,6-May,243,1,-1,0,unknown,no
35,blue-collar,married,married,secondary,no,89,yes,no,unknown,6,may,6-May,145,2,-1,0,unknown,no
58,blue-collar,divorced,divorced,secondary,no,-11,no,no,unknown,6,may,6-May,112,1,-1,0,unknown,no
39,blue-collar,married,married,primary,no,0,yes,no,unknown,6,may,6-May,262,2,-1,0,unknown,no
43,blue-collar,married,married,secondary,no,-509,yes,no,unknown,6,may,6-May,124,1,-1,0,unknown,no
39,unemployed,married,married,primary,no,408,yes,no,unknown,6,may,6-May,53,1,-1,0,unknown,no
36,services,single,single,primary,no,58,yes,no,unknown,6,may,6-May,134,1,-1,0,unknown,no
57,retired,single,single,secondary,no,1640,no,yes,unknown,6,may,6-May,204,4,-1,0,unknown,no
36,admin.,single,single,secondary,no,20,yes,no,unknown,6,may,6-May,186,1,-1,0,unknown,no
50,blue-collar,married,married,primary,no,71,yes,no,unknown,6,may,6-May,678,1,-1,0,unknown,no
55,blue-collar,married,married,secondary,no,52,yes,no,unknown,6,may,6-May,182,1,-1,0,unknown,no
44,self-employed,married,married,tertiary,no,292,yes,no,unknown,6,may,6-May,162,1,-1,0,unknown,no
44,services,divorced,divorced,secondary,no,424,yes,no,unknown,6,may,6-May,27,1,-1,0,unknown,no
39,housemaid,single,single,primary,no,109,yes,no,unknown,6,may,6-May,699,3,-1,0,unknown,no
